filename,original_path,dataset,original_score,corrupted_score,corruption_type,corruption_description,penalty_applied
00446_atepp_wrong_notes(2392)_11924.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00446.mid",atepp,99,74.0,wrong_notes,wrong_notes(2392),-25.0
00447_atepp_original_11925.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,99.0,clean,original,0.0
00447_atepp_missing_passage_11926.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,55.92387975803572,missing_passage,missing_passage,-43.07612024196428
00447_atepp_missing_passage_11927.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,54.30226164583471,missing_passage,missing_passage,-44.69773835416529
00447_atepp_missing_voice_11928.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,61.92930239091291,missing_voice,missing_voice,-37.07069760908709
00447_atepp_dynamic_errors(1648)_11929.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1648),-15.0
00447_atepp_wrong_notes(3412)_timing_errors(2213)_dynamic_erro_11930.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,39.0,mixed,"wrong_notes(3412),timing_errors(2213),dynamic_errors(3627)",-60.0
00447_atepp_dynamic_errors(867)_11931.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(867),-15.0
00447_atepp_missing_voice_11932.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,62.58285612429252,missing_voice,missing_voice,-36.41714387570748
00447_atepp_timing_errors(3346)_11933.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00447.mid",atepp,99,79.0,timing_errors,timing_errors(3346),-20.0
00448_atepp_original_11934.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,99.0,clean,original,0.0
00448_atepp_wrong_notes(3725)_timing_errors(1623)_dynamic_erro_11935.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,39.0,mixed,"wrong_notes(3725),timing_errors(1623),dynamic_errors(3149)",-60.0
00448_atepp_timing_errors(2594)_11936.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,79.0,timing_errors,timing_errors(2594),-20.0
00448_atepp_missing_passage_11937.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,73.65838827125837,missing_passage,missing_passage,-25.34161172874163
00448_atepp_dynamic_errors(1448)_11938.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1448),-15.0
00448_atepp_missing_voice_11939.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,68.09284497421869,missing_voice,missing_voice,-30.907155025781307
00448_atepp_wrong_notes(492)_timing_errors(3592)_dynamic_error_11940.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,39.0,mixed,"wrong_notes(492),timing_errors(3592),dynamic_errors(4165)",-60.0
00448_atepp_dynamic_errors(3047)_11941.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(3047),-15.0
00448_atepp_dynamic_errors(701)_11942.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00448.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(701),-15.0
00449_atepp_original_11943.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,99.0,clean,original,0.0
00449_atepp_timing_errors(3353)_11944.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,79.0,timing_errors,timing_errors(3353),-20.0
00449_atepp_dynamic_errors(1883)_11945.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1883),-15.0
00449_atepp_missing_voice_11946.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,42.99971990054401,missing_voice,missing_voice,-56.00028009945599
00449_atepp_timing_errors(2924)_11947.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,79.0,timing_errors,timing_errors(2924),-20.0
00449_atepp_timing_errors(2320)_11948.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,79.0,timing_errors,timing_errors(2320),-20.0
00449_atepp_dynamic_errors(1753)_11949.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1753),-15.0
00449_atepp_missing_voice_11950.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,39.617616564660025,missing_voice,missing_voice,-59.382383435339975
00449_atepp_missing_passage_11951.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00449.mid",atepp,99,57.813493513739964,missing_passage,missing_passage,-41.186506486260036
00450_atepp_original_11952.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,99.0,clean,original,0.0
00450_atepp_dynamic_errors(1843)_11953.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1843),-15.0
00450_atepp_timing_errors(2068)_11954.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,79.0,timing_errors,timing_errors(2068),-20.0
00450_atepp_timing_errors(2166)_11955.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,79.0,timing_errors,timing_errors(2166),-20.0
00450_atepp_wrong_notes(2712)_timing_errors(3571)_dynamic_erro_11956.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,39.0,mixed,"wrong_notes(2712),timing_errors(3571),dynamic_errors(1190)",-60.0
00450_atepp_wrong_notes(1393)_11957.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,74.0,wrong_notes,wrong_notes(1393),-25.0
00450_atepp_missing_voice_11958.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,51.07938470880645,missing_voice,missing_voice,-47.92061529119355
00450_atepp_timing_errors(850)_11959.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,79.0,timing_errors,timing_errors(850),-20.0
00450_atepp_missing_passage_11960.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/12_Etudes_d'exécution_transcendante,_S.139/No._5_Feux_follets_(Allegretto)/00450.mid",atepp,99,54.33669972131132,missing_passage,missing_passage,-44.66330027868868
00395_atepp_original_11961.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,99.0,clean,original,0.0
00395_atepp_timing_errors(1521)_11962.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,79.0,timing_errors,timing_errors(1521),-20.0
00395_atepp_wrong_notes(789)_timing_errors(3177)_dynamic_error_11963.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,39.0,mixed,"wrong_notes(789),timing_errors(3177),dynamic_errors(1282)",-60.0
00395_atepp_dynamic_errors(2575)_11964.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(2575),-15.0
00395_atepp_wrong_notes(2839)_11965.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,74.0,wrong_notes,wrong_notes(2839),-25.0
00395_atepp_missing_voice_11966.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,41.94257584582759,missing_voice,missing_voice,-57.05742415417241
00395_atepp_wrong_notes(1752)_11967.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,74.0,wrong_notes,wrong_notes(1752),-25.0
00395_atepp_wrong_notes(2567)_timing_errors(559)_dynamic_error_11968.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,39.0,mixed,"wrong_notes(2567),timing_errors(559),dynamic_errors(1019)",-60.0
00395_atepp_missing_voice_11969.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00395.mid",atepp,99,49.747806828796286,missing_voice,missing_voice,-49.252193171203714
00396_atepp_original_11970.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,99.0,clean,original,0.0
00396_atepp_wrong_notes(1185)_timing_errors(2641)_dynamic_erro_11971.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,39.0,mixed,"wrong_notes(1185),timing_errors(2641),dynamic_errors(2392)",-60.0
00396_atepp_missing_voice_11972.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,68.98766511134252,missing_voice,missing_voice,-30.012334888657485
00396_atepp_missing_passage_11973.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,68.66729138010815,missing_passage,missing_passage,-30.33270861989185
00396_atepp_timing_errors(3219)_11974.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,79.0,timing_errors,timing_errors(3219),-20.0
00396_atepp_missing_voice_11975.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,49.73527130716704,missing_voice,missing_voice,-49.26472869283296
00396_atepp_missing_voice_11976.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,51.79675370925335,missing_voice,missing_voice,-47.20324629074665
00396_atepp_dynamic_errors(2371)_11977.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(2371),-15.0
00396_atepp_timing_errors(2871)_11978.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00396.mid",atepp,99,79.0,timing_errors,timing_errors(2871),-20.0
00397_atepp_original_11979.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,99.0,clean,original,0.0
00397_atepp_missing_voice_11980.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,41.29180593198108,missing_voice,missing_voice,-57.70819406801892
00397_atepp_missing_voice_11981.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,56.204976830407645,missing_voice,missing_voice,-42.795023169592355
00397_atepp_dynamic_errors(1260)_11982.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1260),-15.0
00397_atepp_missing_voice_11983.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,56.855971440749045,missing_voice,missing_voice,-42.144028559250955
00397_atepp_missing_passage_11984.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,73.64134630204126,missing_passage,missing_passage,-25.35865369795874
00397_atepp_wrong_notes(2136)_11985.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,74.0,wrong_notes,wrong_notes(2136),-25.0
00397_atepp_wrong_notes(1390)_11986.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,74.0,wrong_notes,wrong_notes(1390),-25.0
00397_atepp_wrong_notes(520)_11987.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00397.mid",atepp,99,74.0,wrong_notes,wrong_notes(520),-25.0
00398_atepp_original_11988.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,99.0,clean,original,0.0
00398_atepp_dynamic_errors(2445)_11989.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(2445),-15.0
00398_atepp_wrong_notes(401)_11990.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,74.0,wrong_notes,wrong_notes(401),-25.0
00398_atepp_wrong_notes(1288)_11991.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,74.0,wrong_notes,wrong_notes(1288),-25.0
00398_atepp_wrong_notes(2843)_timing_errors(1416)_dynamic_erro_11992.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,39.0,mixed,"wrong_notes(2843),timing_errors(1416),dynamic_errors(970)",-60.0
00398_atepp_timing_errors(3138)_11993.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,79.0,timing_errors,timing_errors(3138),-20.0
00398_atepp_timing_errors(772)_11994.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,79.0,timing_errors,timing_errors(772),-20.0
00398_atepp_timing_errors(2732)_11995.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,79.0,timing_errors,timing_errors(2732),-20.0
00398_atepp_wrong_notes(2813)_11996.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00398.mid",atepp,99,74.0,wrong_notes,wrong_notes(2813),-25.0
00399_atepp_original_11997.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,99.0,clean,original,0.0
00399_atepp_wrong_notes(1697)_11998.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,74.0,wrong_notes,wrong_notes(1697),-25.0
00399_atepp_wrong_notes(2144)_11999.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,74.0,wrong_notes,wrong_notes(2144),-25.0
00399_atepp_dynamic_errors(322)_12000.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(322),-15.0
00399_atepp_missing_passage_12001.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,76.76679788057518,missing_passage,missing_passage,-22.233202119424824
00399_atepp_missing_voice_12002.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,61.782027004711324,missing_voice,missing_voice,-37.217972995288676
00399_atepp_wrong_notes(2395)_12003.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,74.0,wrong_notes,wrong_notes(2395),-25.0
00399_atepp_timing_errors(1750)_12004.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,79.0,timing_errors,timing_errors(1750),-20.0
00399_atepp_wrong_notes(2144)_12005.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00399.mid",atepp,99,74.0,wrong_notes,wrong_notes(2144),-25.0
00400_atepp_original_12006.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,99.0,clean,original,0.0
00400_atepp_wrong_notes(447)_12007.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,74.0,wrong_notes,wrong_notes(447),-25.0
00400_atepp_wrong_notes(584)_12008.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,74.0,wrong_notes,wrong_notes(584),-25.0
00400_atepp_timing_errors(2900)_12009.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,79.0,timing_errors,timing_errors(2900),-20.0
00400_atepp_timing_errors(1664)_12010.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,79.0,timing_errors,timing_errors(1664),-20.0
00400_atepp_missing_voice_12011.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,67.73218965179095,missing_voice,missing_voice,-31.26781034820906
00400_atepp_missing_voice_12012.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,60.593526128443166,missing_voice,missing_voice,-38.406473871556834
00400_atepp_wrong_notes(1401)_timing_errors(3028)_dynamic_erro_12013.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,39.0,mixed,"wrong_notes(1401),timing_errors(3028),dynamic_errors(878)",-60.0
00400_atepp_missing_passage_12014.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/2_Etudes_de_Concert,_S.145/No.2_Gnomenreigen/00400.mid",atepp,99,60.552195598318534,missing_passage,missing_passage,-38.447804401681466
00325_atepp_original_12015.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,99.0,clean,original,0.0
00325_atepp_wrong_notes(2252)_timing_errors(2662)_dynamic_erro_12016.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,39.0,mixed,"wrong_notes(2252),timing_errors(2662),dynamic_errors(1923)",-60.0
00325_atepp_wrong_notes(1361)_12017.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,74.0,wrong_notes,wrong_notes(1361),-25.0
00325_atepp_timing_errors(2463)_12018.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,79.0,timing_errors,timing_errors(2463),-20.0
00325_atepp_timing_errors(2252)_12019.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,79.0,timing_errors,timing_errors(2252),-20.0
00325_atepp_dynamic_errors(1454)_12020.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1454),-15.0
00325_atepp_wrong_notes(1741)_12021.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,74.0,wrong_notes,wrong_notes(1741),-25.0
00325_atepp_missing_voice_12022.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,54.24447198244233,missing_voice,missing_voice,-44.75552801755767
00325_atepp_dynamic_errors(1414)_12023.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00325.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1414),-15.0
00326_atepp_original_12024.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,99.0,clean,original,0.0
00326_atepp_missing_passage_12025.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,69.74055709837522,missing_passage,missing_passage,-29.259442901624784
00326_atepp_wrong_notes(2124)_12026.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,74.0,wrong_notes,wrong_notes(2124),-25.0
00326_atepp_dynamic_errors(712)_12027.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(712),-15.0
00326_atepp_timing_errors(2373)_12028.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,79.0,timing_errors,timing_errors(2373),-20.0
00326_atepp_dynamic_errors(1421)_12029.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(1421),-15.0
00326_atepp_timing_errors(2916)_12030.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,79.0,timing_errors,timing_errors(2916),-20.0
00326_atepp_dynamic_errors(449)_12031.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,84.0,dynamic_errors,dynamic_errors(449),-15.0
00326_atepp_timing_errors(905)_12032.mid,"/data/scratch/acw630/ATEPP-1.1/Franz_Liszt/3_Etudes_de_concert,_S._144/No._2_in_F_Minor/00326.mid",atepp,99,79.0,timing_errors,timing_errors(905),-20.0
